,dates,home_vs_away,venue,competition,final_score,goal_events,card_events
123,Op zondag 18 september,Speelde PSV thuis tegen Feyenoord,in Philips Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",PSV wint thuis met 4-3 van Feyenoord,"O. Idrissi scoorde voor Feyenoord in de 1e helft in minuut 3, J. Branthwaite scoorde voor PSV in de 1e helft in minuut 16, C. Gakpo scoorde voor PSV in de 1e helft in minuut 25, Danilo scoorde voor Feyenoord in de 1e helft in minuut 42, G. Til scoorde voor PSV in de 2e helft in minuut 47, O. Kökçü scoorde voor Feyenoord in de 2e helft in minuut 73, A. Obispo scoorde voor PSV in de 2e helft in minuut 83","G. Til van PSV kreeg in de 2e helft in minuut 62 een gele kaart, O. Kökçü van Feyenoord kreeg in de 2e helft in minuut 78 een gele kaart, J. Bakayoko van PSV kreeg in de 2e helft in minuut 95 een gele kaart"
124,Op zaterdag 17 september,Speelde RKC Waalwijk thuis tegen SC Cambuur Leeuwarden,in Mandemakers Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",RKC Waalwijk wint thuis met 5-1 van SC Cambuur Leeuwarden,"J. Jacobs scoorde voor Cambuur in de 1e helft in minuut 17, M. Kramer scoorde voor RKC Waalwijk in de 1e helft in minuut 32, M. Tol scoorde voor Cambuur in de 2e helft in minuut 77, Z. Bakkali scoorde voor RKC Waalwijk in de 2e helft in minuut 82, I. Bel Hassani scoorde voor RKC Waalwijk in de 2e helft in minuut 86, M. Kramer scoorde voor RKC Waalwijk in de 2e helft in minuut 89",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
125,Op zaterdag 17 september,Speelde Fortuna Sittard thuis tegen Excelsior,in Fortuna Sittard Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Fortuna Sittard wint thuis met 1-0 van Excelsior,R. Vita scoorde voor Fortuna Sittard in de 2e helft in minuut 87,"Y. Ayoub van Excelsior kreeg in de 2e helft in minuut 47 een gele kaart, M. Seuntjens van Fortuna Sittard kreeg in de 2e helft in minuut 66 een gele kaart, M. Seuntjens van Fortuna Sittard kreeg in de 2e helft in minuut 77 een gele kaart, B. Yılmaz van Fortuna Sittard kreeg in de 2e helft in minuut 78 een gele kaart, J. Eijgenraam van Excelsior kreeg in de 2e helft in minuut 84 een gele kaart, R. Kharchouch van Excelsior kreeg in de 2e helft in minuut 90 een gele kaart, I. Pandur van Fortuna Sittard kreeg in de 2e helft in minuut 93 een gele kaart"
126,Op zaterdag 17 september,Speelde Vitesse thuis tegen FC Volendam,in GelreDome,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Vitesse en FC Volendam hebben gelijk gespeeld met 1-1,"R. Mühren scoorde voor Volendam in de 1e helft in minuut 21, B. Białek scoorde voor Vitesse in de 2e helft in minuut 48","F. Stanković van Volendam kreeg in de 2e helft in minuut 62 een gele kaart, B. Białek van Vitesse kreeg in de 2e helft in minuut 62 een gele kaart, E. Cornelisse van Vitesse kreeg in de 2e helft in minuut 78 een gele kaart"
127,Op zaterdag 17 september,Speelde Sparta Rotterdam thuis tegen FC Groningen,in Sparta-Stadion Het Kasteel,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Sparta Rotterdam wint thuis met 2-1 van FC Groningen,"R. Pepi scoorde voor Groningen in de 2e helft in minuut 61, S. Mijnans scoorde voor Sparta Rotterdam in de 2e helft in minuut 73, V. van Crooij scoorde voor Sparta Rotterdam in de 2e helft in minuut 90","R. Balker van Groningen kreeg in de 1e helft in minuut 28 een gele kaart, M. Šverko van Groningen kreeg in de 2e helft in minuut 79 een gele kaart, M. Verrips van Groningen kreeg in de 2e helft in minuut 84 een gele kaart"
128,Op vrijdag 16 september,Speelde FC Utrecht thuis tegen N.E.C.,in Stadion Galgenwaard,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",FC Utrecht en N.E.C. hebben gelijk gespeeld met 0-0,Beide partijen wisten niet te scoren,"D. van der Kust van Utrecht kreeg in de 1e helft in minuut 40 een gele kaart, C. Bozdoğan van Utrecht kreeg in de 2e helft in minuut 71 een gele kaart, L. Schöne van NEC kreeg in de 2e helft in minuut 73 een gele kaart, O. Boussaid van Utrecht kreeg in de 2e helft in minuut 90 een gele kaart"
129,Op zondag 11 september,Speelde Feyenoord thuis tegen Sparta Rotterdam,in Stadion Feijenoord,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Feyenoord wint thuis met 3-0 van Sparta Rotterdam,"O. Kökçü scoorde voor Feyenoord in de 1e helft in minuut 5, J. Dilrosun scoorde voor Feyenoord in de 1e helft in minuut 35, S. Giménez scoorde voor Feyenoord in de 2e helft in minuut 73",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
130,Op zondag 11 september,Speelde SC Cambuur Leeuwarden thuis tegen FC Groningen,in Cambuur Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",FC Groningen wint uit met 0-1 van SC Cambuur Leeuwarden,T. Suslov scoorde voor Groningen in de 2e helft in minuut 71,"R. Balk van Cambuur kreeg in de 1e helft in minuut 19 een gele kaart, T. Suslov van Groningen kreeg in de 2e helft in minuut 64 een gele kaart, M. Breij van Cambuur kreeg in de 2e helft in minuut 75 een gele kaart, M. Šverko van Groningen kreeg in de 2e helft in minuut 75 een gele kaart, D. Dankerlui van Groningen kreeg in de 2e helft in minuut 89 een gele kaart, D. Irandust van Groningen kreeg in de 2e helft in minuut 97 een gele kaart"
131,Op zondag 11 september,Speelde PSV thuis tegen RKC Waalwijk,in Philips Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",PSV wint thuis met 1-0 van RKC Waalwijk,C. Gakpo scoorde voor PSV in de 2e helft in minuut 96,"J. Gaari van RKC Waalwijk kreeg in de 1e helft in minuut 23 een gele kaart, S. Adewoye van RKC Waalwijk kreeg in de 1e helft in minuut 45 een gele kaart, É. Gutiérrez van PSV kreeg in de 2e helft in minuut 64 een gele kaart, D. Van den Buijs van RKC Waalwijk kreeg in de 2e helft in minuut 74 een gele kaart, M. Kramer van RKC Waalwijk kreeg in de 2e helft in minuut 85 een gele kaart, E. Vaessen van RKC Waalwijk kreeg in de 2e helft in minuut 94 een gele kaart"
132,Op zondag 11 september,Speelde FC Utrecht thuis tegen Vitesse,in Stadion Galgenwaard,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",FC Utrecht wint thuis met 1-0 van Vitesse,B. Dost scoorde voor Utrecht in de 2e helft in minuut 84,M. Wittek van Vitesse kreeg in de 2e helft in minuut 79 een gele kaart
133,Op zaterdag 10 september,Speelde Excelsior thuis tegen FC Emmen,in Van Donge & De Roo Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Excelsior wint thuis met 2-1 van FC Emmen,"O. Romeny scoorde voor Emmen in de 1e helft in minuut 45, N. Tjoe-A-On scoorde voor Excelsior in de 2e helft in minuut 61, S. Seymor scoorde voor Excelsior in de 2e helft in minuut 95","Rui Mendes van Emmen kreeg in de 1e helft in minuut 24 een gele kaart, J. Vlak van Emmen kreeg in de 2e helft in minuut 58 een gele kaart, A. Fein van Excelsior kreeg in de 2e helft in minuut 67 een gele kaart"
134,Op zaterdag 10 september,Speelde Ajax thuis tegen sc Heerenveen,in Johan Cruijff Arena,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Ajax wint thuis met 5-0 van sc Heerenveen,"D. Klaassen scoorde voor Ajax in de 1e helft in minuut 4, K. Taylor scoorde voor Ajax in de 1e helft in minuut 16, M. Kudus scoorde voor Ajax in de 2e helft in minuut 48, M. Kudus scoorde voor Ajax in de 2e helft in minuut 59, B. Brobbey scoorde voor Ajax in de 2e helft in minuut 70","S. van Beek van Heerenveen kreeg in de 1e helft in minuut 15 een gele kaart, E. Álvarez van Ajax kreeg in de 1e helft in minuut 45 een gele kaart, P. Bochniewicz van Heerenveen kreeg in de 2e helft in minuut 71 een gele kaart"
135,Op zaterdag 10 september,Speelde N.E.C. thuis tegen Fortuna Sittard,in Goffertstadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",N.E.C. en Fortuna Sittard hebben gelijk gespeeld met 1-1,"O. Özyakup scoorde voor Fortuna Sittard in de 2e helft in minuut 71, Pedro Marques scoorde voor NEC in de 2e helft in minuut 95",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
136,Op vrijdag 9 september,Speelde FC Volendam thuis tegen Go Ahead Eagles,in Kras Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Go Ahead Eagles wint uit met 2-3 van FC Volendam,"B. Adekanye scoorde voor Go Ahead Eagles in de 1e helft in minuut 23, C. Eiting scoorde voor Volendam in de 1e helft in minuut 31, B. Kuipers scoorde voor Go Ahead Eagles in de 2e helft in minuut 77, B. Kuipers scoorde voor Go Ahead Eagles in de 2e helft in minuut 82, R. Mühren scoorde voor Volendam in de 2e helft in minuut 97","J. de Lange van Go Ahead Eagles kreeg in de 1e helft in minuut 32 een gele kaart, J. Idzes van Go Ahead Eagles kreeg in de 1e helft in minuut 44 een gele kaart, B. Benamar van Volendam kreeg in de 1e helft in minuut 44 een gele kaart, G. Oristanio van Volendam kreeg in de 2e helft in minuut 64 een gele kaart, E. Linthorst van Go Ahead Eagles kreeg in de 2e helft in minuut 65 een gele kaart, D. Murkin van Volendam kreeg in de 2e helft in minuut 86 een gele kaart"
137,Op zondag 4 september,Speelde FC Groningen thuis tegen Vitesse,in Euroborg,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Vitesse wint uit met 0-1 van FC Groningen,M. Bero scoorde voor Vitesse in de 2e helft in minuut 77,"L. Valente van Groningen kreeg in de 2e helft in minuut 79 een gele kaart, R. Flamingo van Vitesse kreeg in de 2e helft in minuut 82 een gele kaart, C. Arcus van Vitesse kreeg in de 2e helft in minuut 92 een gele kaart"
138,Op zondag 4 september,Speelde sc Heerenveen thuis tegen N.E.C.,in Abe Lenstra Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",sc Heerenveen en N.E.C. hebben gelijk gespeeld met 0-0,Beide partijen wisten niet te scoren,"T. Halilović van Heerenveen kreeg in de 2e helft in minuut 62 een rode kaart, T. Haye van Heerenveen kreeg in de 2e helft in minuut 79 een gele kaart, S. El Karouani van NEC kreeg in de 2e helft in minuut 87 een gele kaart"
139,Op zondag 4 september,Speelde FC Emmen thuis tegen AZ,in De Oude Meerdijk,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",AZ wint uit met 0-3 van FC Emmen,"J. Odgaard scoorde voor AZ in de 1e helft in minuut 21, D. de Wit scoorde voor AZ in de 1e helft in minuut 27, T. Reijnders scoorde voor AZ in de 1e helft in minuut 34","H. Evjen van AZ kreeg in de 1e helft in minuut 5 een gele kaart, S. Beukema van AZ kreeg in de 2e helft in minuut 80 een gele kaart"
140,Op zondag 4 september,Speelde RKC Waalwijk thuis tegen Excelsior,in Mandemakers Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",RKC Waalwijk wint thuis met 5-2 van Excelsior,"J. Baas scoorde voor Excelsior in de 1e helft in minuut 15, S. Adewoye scoorde voor RKC Waalwijk in de 1e helft in minuut 38, R. El Yaakoubi scoorde voor Excelsior in de 1e helft in minuut 43, P. Clement scoorde voor RKC Waalwijk in de 2e helft in minuut 50, T. Lutonda scoorde voor RKC Waalwijk in de 2e helft in minuut 60, V. Anita scoorde voor RKC Waalwijk in de 2e helft in minuut 80, M. Kramer scoorde voor RKC Waalwijk in de 2e helft in minuut 91","J. Gaari van RKC Waalwijk kreeg in de 1e helft in minuut 49 een gele kaart, J. Eijgenraam van Excelsior kreeg in de 2e helft in minuut 81 een gele kaart"
141,Op zaterdag 3 september,Speelde Go Ahead Eagles thuis tegen Feyenoord,in De Adelaarshorst,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Feyenoord wint uit met 3-4 van Go Ahead Eagles,"P. Wålemark scoorde voor Feyenoord in de 1e helft in minuut 3, I. Lidberg scoorde voor Go Ahead Eagles in de 1e helft in minuut 13, Danilo scoorde voor Feyenoord in de 1e helft in minuut 24, Danilo scoorde voor Feyenoord in de 1e helft in minuut 42, J. Dilrosun scoorde voor Feyenoord in de 2e helft in minuut 56, S. Szymański scoorde voor Feyenoord in de 2e helft in minuut 79, O. Edvardsen scoorde voor Go Ahead Eagles in de 2e helft in minuut 96",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
142,Op zaterdag 3 september,Speelde Sparta Rotterdam thuis tegen FC Volendam,in Sparta-Stadion Het Kasteel,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Sparta Rotterdam wint thuis met 4-0 van FC Volendam,"V. van Crooij scoorde voor Sparta Rotterdam in de 1e helft in minuut 14, T. Lauritsen scoorde voor Sparta Rotterdam in de 2e helft in minuut 68, T. Lauritsen scoorde voor Sparta Rotterdam in de 2e helft in minuut 72, S. Mijnans scoorde voor Sparta Rotterdam in de 2e helft in minuut 85",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
143,Op zaterdag 3 september,Speelde FC Twente thuis tegen PSV,in De Grolsch Veste,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",FC Twente wint thuis met 2-1 van PSV,"V. Černý scoorde voor Twente in de 1e helft in minuut 17, V. Černý scoorde voor Twente in de 1e helft in minuut 24, G. Til scoorde voor PSV in de 2e helft in minuut 55","R. Pröpper van Twente kreeg in de 1e helft in minuut 27 een gele kaart, P. Max van PSV kreeg in de 2e helft in minuut 74 een gele kaart, I. Sangaré van PSV kreeg in de 2e helft in minuut 76 een gele kaart"
144,Op zaterdag 3 september,Speelde Ajax thuis tegen SC Cambuur Leeuwarden,in Johan Cruijff Arena,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",Ajax wint thuis met 4-0 van SC Cambuur Leeuwarden,"S. Bergwijn scoorde voor Ajax in de 1e helft in minuut 35, S. Bergwijn scoorde voor Ajax in de 1e helft in minuut 40, D. Rensch scoorde voor Ajax in de 2e helft in minuut 53, M. Kudus scoorde voor Ajax in de 2e helft in minuut 64","E. Álvarez van Ajax kreeg in de 1e helft in minuut 44 een gele kaart, M. Paulissen van Cambuur kreeg in de 1e helft in minuut 44 een gele kaart, R. Balk van Cambuur kreeg in de 1e helft in minuut 44 een gele kaart"
145,Op vrijdag 2 september,Speelde Fortuna Sittard thuis tegen FC Utrecht,in Fortuna Sittard Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",FC Utrecht wint uit met 3-4 van Fortuna Sittard,"B. Dost scoorde voor Utrecht in de 2e helft in minuut 64, Rodrigo Guth scoorde voor Fortuna Sittard in de 2e helft in minuut 67, T. Douvikas scoorde voor Utrecht in de 2e helft in minuut 70, T. Douvikas scoorde voor Utrecht in de 2e helft in minuut 77, B. Yılmaz scoorde voor Fortuna Sittard in de 2e helft in minuut 82, T. Douvikas scoorde voor Utrecht in de 2e helft in minuut 86, T. Noslin scoorde voor Fortuna Sittard in de 2e helft in minuut 97","M. Tirpan van Fortuna Sittard kreeg in de 2e helft in minuut 71 een gele kaart, J. Toornstra van Utrecht kreeg in de 2e helft in minuut 81 een gele kaart, M. van der Maarel van Utrecht kreeg in de 2e helft in minuut 83 een gele kaart"
146,Op donderdag 1 september,Speelde AZ thuis tegen N.E.C.,in AFAS Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",AZ en N.E.C. hebben gelijk gespeeld met 1-1,"Iván Márquez scoorde voor NEC in de 2e helft in minuut 54, J. Odgaard scoorde voor AZ in de 2e helft in minuut 57","D. de Wit van AZ kreeg in de 1e helft in minuut 31 een gele kaart, Pedro Marques van NEC kreeg in de 2e helft in minuut 93 een gele kaart, J. Bruijn van NEC kreeg in de 2e helft in minuut 94 een gele kaart"
147,Op woensdag 31 augustus,Speelde FC Twente thuis tegen Excelsior,in De Grolsch Veste,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",FC Twente wint thuis met 4-0 van Excelsior,"D. Cleonise scoorde voor Twente in de 1e helft in minuut 1, C. Tzolis scoorde voor Twente in de 1e helft in minuut 8, V. Černý scoorde voor Twente in de 2e helft in minuut 62, V. Černý scoorde voor Twente in de 2e helft in minuut 93",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
148,Op woensdag 31 augustus,Speelde PSV thuis tegen FC Volendam,in Philips Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",PSV wint thuis met 7-1 van FC Volendam,"X. Simons scoorde voor PSV in de 1e helft in minuut 1, C. Gakpo scoorde voor PSV in de 1e helft in minuut 25, C. Gakpo scoorde voor PSV in de 1e helft in minuut 39, H. Veerman scoorde voor Volendam in de 1e helft in minuut 40, B. Plat scoorde voor Volendam in de 2e helft in minuut 47, C. Gakpo scoorde voor PSV in de 2e helft in minuut 51, X. Simons scoorde voor PSV in de 2e helft in minuut 67, J. Bakayoko scoorde voor PSV in de 2e helft in minuut 79","B. Plat van Volendam kreeg in de 1e helft in minuut 29 een gele kaart, B. Ould-Chikh van Volendam kreeg in de 2e helft in minuut 62 een gele kaart, W. Ould-Chikh van Volendam kreeg in de 2e helft in minuut 81 een gele kaart"
149,Op zondag 28 augustus,Speelde FC Volendam thuis tegen FC Twente,in Kras Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",FC Volendam wint thuis met 1-0 van FC Twente,L. Zeefuik scoorde voor Volendam in de 2e helft in minuut 83,"A. Douiri van Volendam kreeg in de 1e helft in minuut 45 een gele kaart, D. van Mieghem van Volendam kreeg in de 2e helft in minuut 61 een gele kaart"
150,Op zondag 28 augustus,Speelde SC Cambuur Leeuwarden thuis tegen AZ,in Cambuur Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",AZ wint uit met 0-1 van SC Cambuur Leeuwarden,J. Clasie scoorde voor AZ in de 2e helft in minuut 90,"M. Kerkez van AZ kreeg in de 1e helft in minuut 12 een gele kaart, M. Paulissen van Cambuur kreeg in de 1e helft in minuut 23 een gele kaart, J. Jacobs van Cambuur kreeg in de 2e helft in minuut 55 een rode kaart"
151,Op zondag 28 augustus,Speelde Excelsior thuis tegen PSV,in Van Donge & De Roo Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",PSV wint uit met 1-6 van Excelsior,"J. Veerman scoorde voor PSV in de 1e helft in minuut 2, I. Sangaré scoorde voor PSV in de 1e helft in minuut 29, I. Sangaré scoorde voor PSV in de 1e helft in minuut 45, X. Simons scoorde voor PSV in de 2e helft in minuut 55, C. Gakpo scoorde voor PSV in de 2e helft in minuut 59, S. Horemans scoorde voor Excelsior in de 2e helft in minuut 74, X. Simons scoorde voor PSV in de 2e helft in minuut 84",G. Til van PSV kreeg in de 2e helft in minuut 68 een gele kaart
152,Op zaterdag 27 augustus,Speelde sc Heerenveen thuis tegen Fortuna Sittard,in Abe Lenstra Stadion,"De wedstrijd werd gespeeld in de 2022-23 Eredivisie, Regulier seizoen competitie",sc Heerenveen wint thuis met 2-1 van Fortuna Sittard,"S. van Hooijdonk scoorde voor Heerenveen in de 1e helft in minuut 22, M. van Ewijk scoorde voor Heerenveen in de 1e helft in minuut 44, B. Yılmaz scoorde voor Fortuna Sittard in de 2e helft in minuut 84","J. van Aken van Heerenveen kreeg in de 2e helft in minuut 83 een gele kaart, B. Yılmaz van Fortuna Sittard kreeg in de 2e helft in minuut 91 een gele kaart"
